ID;trained_criterion;est_criterion;match_domain;trial;ID_item;item;category;seeding_CO2;seeding_Kcal;crit_CO2;crit_kcal;judgment;input_values;rt_ms;criterion;item_type;OME;OME_corr;sign_OME;rank;rank_z;age;gender;education_level;CO2_knowledge;Kcal_knowledge;SNS_1;SNS_2;SNS_3;n_posts_liked
u5roq5kqvi;Kcal;CO2;0;14;24;Tuna (canned);meat & fish;0;0;7590;110;900;9,0,0;2445,40000004769;7590;transfer;0,925999266456155490;0,925999266456155490;-0,925999266456155490;0,6042532963413034;0,6998196610050412;31;female;Master;2;3;5;5;3;29
u5roq5kqvi;Kcal;CO2;0;15;28;Cream (30%);dairy;0;1;5010;292;900;9,0,0;2792,30000019073;5010;seeding;0,745595216427920815;0,745595216427920815;-0,745595216427920815;0,6959711232341500;0,8594440517777862;31;female;Master;2;3;5;5;3;29
u5roq5kqvi;Kcal;CO2;0;16;56;Milk Chocolate;sweets;1;1;5620;539;1000;1,0,0,0;3458,90000014304;5620;seeding;0,749736315569061063;0,749736315569061063;-0,749736315569061063;0,6959711232341500;0,8594440517777862;31;female;Master;2;3;5;5;3;29
u5roq5kqvi;Kcal;CO2;0;17;48;Oat flakes;grain products;1;1;670;372;750;7,5,0;3368,90000009537;670;seeding;0,048986460690873576;0,048986460690873576;0,048986460690873576;0,6959711232341500;0,8594440517777862;31;female;Master;2;3;5;5;3;29
u5roq5kqvi;Kcal;CO2;0;18;60;Honey;sweets;0;1;1180;306;900;9,0,0,0,NA;3881,40000000002;1180;seeding;0,117639497866800530;0,117639497866800530;-0,117639497866800530;0,6959711232341500;0,8594440517777862;31;female;Master;2;3;5;5;3;29
u5roq5kqvi;Kcal;CO2;0;19;53;Popcorn;sweets;1;1;1100;403;550;5,5,0;9409,90000014304;1100;seeding;0,301029995663981198;0,301029995663981198;-0,301029995663981198;0,6959711232341500;0,8594440517777862;31;female;Master;2;3;5;5;3;29
u5roq5kqvi;Kcal;CO2;0;20;20;Lamb;meat & fish;1;0;23900;112;1000;9,5,NA,NA,1,0,0,0;12021,09999999998;23900;transfer;1,378397900948137744;1,378397900948137744;-1,378397900948137744;0,6042532963413034;0,6998196610050412;31;female;Master;2;3;5;5;3;29
u5roq5kqvi;Kcal;CO2;0;21;9;Banana;fruit & vegetables;0;0;990;93;1200;1,2,0,0;6167,90000004770;990;transfer;0,083546051450074918;0,083546051450074918;0,083546051450074918;0,6042532963413034;0,6998196610050412;31;female;Master;2;3;5;5;3;29
u5roq5kqvi;Kcal;CO2;0;22;2;Potatoes;fruit & vegetables;1;0;360;71;300;3,0,0;9022,00000014307;360;transfer;0,079181246047624804;0,079181246047624804;-0,079181246047624804;0,6042532963413034;0,6998196610050412;31;female;Master;2;3;5;5;3;29
u5roq5kqvi;Kcal;CO2;0;23;10;Orange;fruit & vegetables;1;0;670;47;600;6,0,0;3160,20000019076;670;transfer;0,047923552317182788;0,047923552317182788;-0,047923552317182788;0,6042532963413034;0,6998196610050412;31;female;Master;2;3;5;5;3;29
u5roq5kqvi;Kcal;CO2;0;24;7;Pineapples;fruit & vegetables;0;0;680;57;2500;2,5,0,0;5384,30000014306;680;transfer;0,565431095965801322;0,565431095965801322;0,565431095965801322;0,6042532963413034;0,6998196610050412;31;female;Master;2;3;5;5;3;29
u5roq5kqvi;Kcal;CO2;0;25;13;Goat;meat & fish;0;0;20960;198;1000;1,0,0,0;4805,70000004768;20960;transfer;1,321391278311689010;1,321391278311689010;-1,321391278311689010;0,6042532963413034;0,6998196610050412;31;female;Master;2;3;5;5;3;29
u5roq5kqvi;Kcal;CO2;0;26;18;Pork;meat & fish;0;0;6620;147;1250;2,NA,1,2,5,0;5458,10000004771;6620;transfer;0,723947976431643547;0,723947976431643547;-0,723947976431643547;0,6042532963413034;0,6998196610050412;31;female;Master;2;3;5;5;3;29
u5roq5kqvi;Kcal;CO2;0;27;43;Tortilla bread, wheat;grain products;0;0;740;304;300;3,0,0;7795,90000009537;740;transfer;0,392110465011313747;0,392110465011313747;-0,392110465011313747;0,6042532963413034;0,6998196610050412;31;female;Master;2;3;5;5;3;29
u5roq5kqvi;Kcal;CO2;0;28;27;Milk;dairy;1;0;1800;46;2000;8,0,0,NA,NA,NA,2,0,0,0;13045,50000014307;1800;transfer;0,045757490560675143;0,045757490560675143;0,045757490560675143;0,6042532963413034;0,6998196610050412;31;female;Master;2;3;5;5;3;29
u5roq5kqvi;Kcal;CO2;0;29;40;Rice (raw);grain products;1;0;2210;361;1000;1,0,0,0;6464,20000004768;2210;transfer;0,344392273685110717;0,344392273685110717;-0,344392273685110717;0,6042532963413034;0,6998196610050412;31;female;Master;2;3;5;5;3;29
u5roq5kqvi;Kcal;CO2;0;30;47;Quinoa (raw);grain products;0;0;1300;366;800;8,0,0;4392,20000009536;1300;transfer;0,210853365314893154;0,210853365314893154;-0,210853365314893154;0,6042532963413034;0,6998196610050412;31;female;Master;2;3;5;5;3;29
u5roq5kqvi;Kcal;CO2;0;31;36;Fruit Yogurt;dairy;0;0;1560;101;600;6,0,0;3637,00000019075;1560;transfer;0,414973347970817918;0,414973347970817918;-0,414973347970817918;0,6042532963413034;0,6998196610050412;31;female;Master;2;3;5;5;3;29
u5roq5kqvi;Kcal;CO2;0;32;51;Chips;sweets;0;0;3290;503;800;8,0,0;3366,70000004768;3290;transfer;0,614105910958030687;0,614105910958030687;-0,614105910958030687;0,6042532963413034;0,6998196610050412;31;female;Master;2;3;5;5;3;29
